sample_pk,biosample_id,biosample_link,sample_id,sample_type,sra_sample,sample_link,sample_xml_link,current_land,current_vegetation,env_feature,env_feature_id,envo_term_iri_env_feature_link,envo_biome_term,envo_biome_id,envo_biome_link,elevation,elevation_unit,ph,ph_meth,tot_nitro,tot_n_meth,tot_org_c,tot_org_c_meth,sampl_collect_device,estimated_size,estimated_size_curated,estimated_size_unit,isol_growth_condt,collection_date,collection_year,propagation,sampl_size,env_material,num_replicons,depth_value,depth_unit,horizon,sample_location_original,sample_location_country,location_split2,location_split3,country_geonames_continent,country_parent,country_geoname_pref_en,country_geonamesname,country_geoname_abbrev,country_geoname_url,country_geoname_id,sample_coordinates_original,sample_lat_dec,sample_lon_dec,location_curation_term,margin_error_value_i,lat_corrected_label_i,lon_corrected_label_i,lat_corrected_value_i,lon_corrected_value_i
MDDBSRS000259,SAMN02864465,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864465,G3242,soil,SRS651282,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651282,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651282&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate broadleaf forest biome,ENVO:01000202,http://purl.obolibrary.org/obo/ENVO_01000202,5,meter,4.2,KCl extraction,16.2508541,isotope spectrometer for total N,308.9482017,isotope spectrometer for total C,2500,2 g,2,gram,natural,2013,2013,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Estonia:Valkla,Estonia,Valkla,,Europe,Nothern Europe,Estonia,Republic of Estonia,EE,http://www.geonames.org/453733/republic-of-estonia.html,453733,59.49325 N 25.36253 E,59.49325,25.36253,Estonia Valkla,0.001,No,No,59.49325,25.36253
MDDBSRS000260,SAMN02864448,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864448,G2844,soil,SRS651265,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651265,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651265&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate coniferous forest biome,ENVO:01000211,http://purl.obolibrary.org/obo/ENVO_01000211,99.99,meter,5.67,KCl extraction,4.41758796,isotope spectrometer for total N,78.50792277,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Estonia:Valkmae,Estonia,Valkmae,,Europe,Nothern Europe,Estonia,Republic of Estonia,EE,http://www.geonames.org/453733/republic-of-estonia.html,453733,58.08112 N 26.34164 E,58.08112,26.34164,Estonia,0.001,No,No,58.08112,26.34164
MDDBSRS000261,SAMN02864451,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864451,G2848,soil,SRS651268,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651268,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651268&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate broadleaf forest biome,ENVO:01000202,http://purl.obolibrary.org/obo/ENVO_01000202,51,meter,4.09,KCl extraction,3.23158176,isotope spectrometer for total N,46.37627594,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Estonia:Vasula,Estonia,Vasula,,Europe,Nothern Europe,Estonia,Republic of Estonia,EE,http://www.geonames.org/453733/republic-of-estonia.html,453733,58.43918 N 26.71262 E,58.43918,26.71262,Estonia Vasula,0.001,Yes,No,58.4669318,26.71262
MDDBSRS000262,SAMN02864455,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864455,G2971,soil,SRS651272,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651272,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651272&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate broadleaf forest biome,ENVO:01000202,http://purl.obolibrary.org/obo/ENVO_01000202,17,meter,4.76,KCl extraction,4.05483286,isotope spectrometer for total N,63.96395089,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Estonia:Veskimetsa,Estonia,Veskimetsa,,Europe,Nothern Europe,Estonia,Republic of Estonia,EE,http://www.geonames.org/453733/republic-of-estonia.html,453733,59.42275 N 24.6661 E,59.42275,24.6661,Estonia Veskimetsa,0.001,No,No,59.42275,24.6661
MDDBSRS000263,SAMN02864429,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864429,G2757X,soil,SRS651246,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651246,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651246&report=FullXml,intermixed hardwood and conifers,natural forest,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,temperate coniferous forest biome,ENVO:01000211,http://purl.obolibrary.org/obo/ENVO_01000211,58,meter,5.05,KCl extraction,17.89123418,isotope spectrometer for total N,401.5601322,isotope spectrometer for total C,2500,2 g,2,gram,natural,2012,2012,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 2500-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Estonia:Viieristi,Estonia,Viieristi,,Europe,Nothern Europe,Estonia,Republic of Estonia,EE,http://www.geonames.org/453733/republic-of-estonia.html,453733,58.01829 N 22.17463 E,58.01829,22.17463,Estonia Viieristi,0.001,No,No,58.01829,22.17463
MDDBSRS000264,SAMN02864293,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864293,FIN001,soil,SRS651109,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651109,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651109&report=FullXml,intermixed hardwood and conifers,forest planted in 1999,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.51,KCl extraction,3.12070806,isotope spectrometer for total N,63.30882821,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000265,SAMN02864294,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864294,FIN002,soil,SRS651110,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651110,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651110&report=FullXml,intermixed hardwood and conifers,forest planted in 2000,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.29,KCl extraction,3.76582748,isotope spectrometer for total N,78.56376884,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000266,SAMN02864295,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864295,FIN003,soil,SRS651111,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651111,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651111&report=FullXml,intermixed hardwood and conifers,forest planted in 2001,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.05,KCl extraction,4.797202,isotope spectrometer for total N,115.5622801,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000267,SAMN02864296,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864296,FIN004,soil,SRS651112,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651112,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651112&report=FullXml,intermixed hardwood and conifers,forest planted in 2002,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.19,KCl extraction,5.54531066,isotope spectrometer for total N,115.8343823,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000268,SAMN02864297,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864297,FIN008,soil,SRS651114,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651114,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651114&report=FullXml,intermixed hardwood and conifers,forest planted in 2003,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.39,KCl extraction,3.78760467,isotope spectrometer for total N,78.25516166,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000269,SAMN02864298,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864298,FIN011,soil,SRS651113,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651113,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651113&report=FullXml,intermixed hardwood and conifers,forest planted in 2004,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.27,KCl extraction,3.85109546,isotope spectrometer for total N,85.33510636,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000270,SAMN02864299,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864299,FIN013,soil,SRS651115,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651115,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651115&report=FullXml,intermixed hardwood and conifers,forest planted in 2005,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.4,KCl extraction,3.46922122,isotope spectrometer for total N,71.79024505,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000271,SAMN02864300,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864300,FIN014,soil,SRS651116,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651116,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651116&report=FullXml,intermixed hardwood and conifers,forest planted in 2006,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.43,KCl extraction,1.24884888,isotope spectrometer for total N,26.65652042,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000272,SAMN02864301,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864301,FIN015,soil,SRS651117,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651117,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651117&report=FullXml,intermixed hardwood and conifers,forest planted in 2007,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.19,KCl extraction,2.96794204,isotope spectrometer for total N,66.71474459,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000273,SAMN02864302,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864302,FIN016,soil,SRS651118,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651118,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651118&report=FullXml,intermixed hardwood and conifers,forest planted in 2008,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,2.99,KCl extraction,5.46696959,isotope spectrometer for total N,117.3470323,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000274,SAMN02864303,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864303,FIN017,soil,SRS651119,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651119,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651119&report=FullXml,intermixed hardwood and conifers,forest planted in 2009,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.33,KCl extraction,1.93671416,isotope spectrometer for total N,49.30600671,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000275,SAMN02864304,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864304,FIN018,soil,SRS651120,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651120,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651120&report=FullXml,intermixed hardwood and conifers,forest planted in 2010,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.39,KCl extraction,2.24813545,isotope spectrometer for total N,47.01917454,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000276,SAMN02864305,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864305,FIN019,soil,SRS651121,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651121,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651121&report=FullXml,intermixed hardwood and conifers,forest planted in 2011,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.29,KCl extraction,4.67514865,isotope spectrometer for total N,95.00712169,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000277,SAMN02864306,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864306,FIN020,soil,SRS651122,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651122,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651122&report=FullXml,intermixed hardwood and conifers,forest planted in 2012,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.27,KCl extraction,2.94273139,isotope spectrometer for total N,66.87970765,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000278,SAMN02864307,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864307,FIN022,soil,SRS651123,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651123,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651123&report=FullXml,intermixed hardwood and conifers,forest planted in 2013,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.21,KCl extraction,3.63501889,isotope spectrometer for total N,78.43476623,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000279,SAMN02864308,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864308,FIN024,soil,SRS651124,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651124,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651124&report=FullXml,intermixed hardwood and conifers,forest planted in 2014,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.31,KCl extraction,3.58187303,isotope spectrometer for total N,81.50551714,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000280,SAMN02864309,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864309,FIN026,soil,SRS651125,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651125,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651125&report=FullXml,intermixed hardwood and conifers,forest planted in 2015,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.66,KCl extraction,2.70636854,isotope spectrometer for total N,46.89576709,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000281,SAMN02864310,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864310,FIN027,soil,SRS651126,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651126,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651126&report=FullXml,intermixed hardwood and conifers,forest planted in 2016,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,2.93,KCl extraction,4.59011211,isotope spectrometer for total N,97.67761663,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000282,SAMN02864311,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864311,FIN029,soil,SRS651127,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651127,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651127&report=FullXml,intermixed hardwood and conifers,forest planted in 2017,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.4,KCl extraction,3.9609159,isotope spectrometer for total N,100.6508733,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000283,SAMN02864312,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864312,FIN032,soil,SRS651128,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651128,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651128&report=FullXml,intermixed hardwood and conifers,forest planted in 2018,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.12,KCl extraction,3.04891254,isotope spectrometer for total N,62.26884041,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
MDDBSRS000284,SAMN02864313,https://www.ncbi.nlm.nih.gov/biosample/?term=SAMN02864313,FIN033,soil,SRS651129,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651129,https://www.ncbi.nlm.nih.gov/sra/?term=SRS651129&report=FullXml,intermixed hardwood and conifers,forest planted in 2019,forest,ENVO:00000111,http://purl.obolibrary.org/obo/ENVO_00000111,subpolar coniferous forest biome,ENVO:01000250,http://purl.obolibrary.org/obo/ENVO_01000250,40,meter,3.08,KCl extraction,3.84855289,isotope spectrometer for total N,87.11893316,isotope spectrometer for total C,PVC tube 50 mm diam.,2 g,2,gram,natural,2011-07,2011,not applicable,40 pooled cores of 50-mm diam. Samples to 50 mm depth from 300-m2 area,soil,4,0.025,meter,"O horizon, A horizon",Finland:Satakunta,Finland,Satakunta,,Europe,Nothern Europe,Finland,Republic of Finland,FI,http://www.geonames.org/660013/republic-of-finland.html,660013,61.7 N 21.7 E,61.7,21.7,Finland Satakunta,0.001,No,No,61.7,21.7
